reference_number,driving_dircetion_to_well,date_completed,well_use,drilling_method,pump_type,depth,pump_setting_depth,water_quality,casing_length,casing_mateiral,casing_diameter,screen_length,screen_material,screen_diameter,slot_size,type_of_test,test_rate,bail_test_rate,drawdown,static_water_level,bailer_drawdown,material,depth_2,installation_method,number_of_bags_used,sealing_material,well_abandonment_depth,installation_method_2,number_of_bags_used_2,county,township,range,section,topo_map,grant,field_located_by,field_located_on,courthouse_location_by,courthouse_location_on,location_accepted_verification_by,location_accepted_verification_on,subdivision_name,lot_number,ft_w_of_el,ft_n_of_sl,ft_e_of_wl,ft_s_of_nl,ground_elevation,depth_of_bedrock,bedrock_elevation,aquifer_elevation,utm_easting,utm_northing
109170,CORNER OF 500S AND SALEM RD HOPE CHURCH OF NAZARENE APPROX 700 FT W OF CHURCH ON S SIDE,Not available,Home,Rotary,Not available,Not available,Not available,CLEAR,109.0,Not available,5.0,8.0,Not available,3.0,30,Bailing,20.0 gpm,Not available,Not available,16.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SW of the NE of the NE of Section 32,WILLSHIRE,Not available,BEB,9/29/1987,Not available,Not available,Not available,Not available,Not available,Not available,700.0,Not available,Not available,100.0,825.0,Not available,Not available,708.0,682330,4504550
109175,SW 1/4 OF SE 1/4,9/24/1962,Home,Cable Tool,Not available,90.0,Not available,Not available,71.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,16.0 gpm,Not available,13.0 ft.,11.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SW of the SW of the SE of Section 32,WILLSHIRE,Not available,DMS,7/15/1970,Not available,Not available,Not available,Not available,Not available,Not available,"2,350.0",100.0,Not available,Not available,830.0,71.0,760.0,Not available,681865,4503005
109180,ON ST RT 218 W OF CR 400E APPROX 600 FT ON N SIDE OF RD SMALL GRAY FRAME HOUSE,8/29/1983,Home,Rotary,Not available,Not available,Not available,Not available,66.0,Not available,5.5,5.0,Not available,Not available,Not available,Not available,50.0 gpm for 1.0 hrs.,Not available,Not available,33.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SE of the SE of the SE of Section 31,WILLSHIRE,Not available,BEB,9/29/1987,Not available,Not available,Not available,Not available,Not available,Not available,600.0,100.0,Not available,Not available,837.0,Not available,Not available,766.0,680755,4502950
109185,Not available,4/30/1959,Not available,Not available,Not available,Not available,Not available,Not available,751.0,Not available,8.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,SW of the SE of the SE of Section 30,WILLSHIRE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,250.0",550.0,Not available,Not available,819.0,342.0,476.0,Not available,680540,4504675
109190,S SIDE OF CR400S AT THE INTERSECTION OF 500E,5/8/1975,Home,Rotary,Not available,101.0,Not available,Not available,99.0,Not available,4.5,5.0,Not available,3.5,.060,Not available,Not available,25.0 gpm for 1.0 hrs.,Not available,14.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NE of the NE of the NE of Section 29,WILLSHIRE,Not available,KLP,7/19/1976,Not available,Not available,Not available,Not available,Not available,Not available,10.0,Not available,Not available,100.0,823.0,Not available,Not available,722.0,682475,4506145
109195,NW CORNER OF SECTION 28 IN BLUE CREEK TWP ON HARRY LAWSONS FARM,6/19/1973,Home,Rotary,Not available,137.0,Not available,Not available,134.0,Not available,4.5,5.0,Not available,3.5,.060,Not available,50.0 gpm for 1.0 hrs.,Not available,10.0 ft.,9.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NE of the NW of the NW of Section 28,WILLSHIRE,Not available,KIP,7/19/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,900.0,30.0,823.0,Not available,Not available,686.0,682775,4506200
109200,"E OF BERNE ON 118 TO SALEM RD, N TO 2ND CR (400S), W APPROX .75 MI, S SD OF RD IN SEC 28",10/30/1974,Home,Rotary,Not available,63.0,Not available,Not available,59.0,Not available,4.5,5.0,Not available,3.5,.060,Not available,Not available,10.0 gpm for 2.0 hrs.,Not available,17.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NE of the NW of the NW of Section 28,WILLSHIRE,Not available,KLP,7/19/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,900.0,30.0,823.0,Not available,Not available,760.0,682720,4506200
109205,ON 420S E OF SALEM RD APPROX 1 MILE ON S SIDE OF RD APPROX 0.45 EAST OF 500E ON S SIDE WHITE E HWY LIME HOUSE,4/9/1987,Home,Rotary,SUCKER,153.0,Not available,CLEAR,148.0,Not available,5.5,5.0,Not available,5.5,.052,Air,150.0 gpm for 1.0 hrs.,Not available,Not available,18.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NE of the NE of the NW of Section 28,WILLSHIRE,Not available,BEB,9/29/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"2,550.0",100.0,820.0,Not available,Not available,660.0,683280,4506190
109210,660E ON S SIDE OF RD ABOUT 30 FT OFF OF RD AND 20 FT W OF LANE,10/10/1978,Not available,Rotary,Not available,327.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NW of the NW of the NE of Section 27,WILLSHIRE,Not available,STEEN & LGAN,10/10/1978,Not available,Not available,Not available,Not available,Not available,Not available,"2,300.0",Not available,Not available,100.0,815.0,323.0,492.0,Not available,684960,4506289
109215,300S 1/4 MI E OF 300E ON S SIDE,10/17/1979,Home,Rotary,Not available,99.0,Not available,Not available,40.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,35.0 gpm,Not available,Not available,Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NW of the NE of the NW of Section 19,WILLSHIRE,Not available,TRF,8/20/1980,Not available,Not available,Not available,Not available,Not available,Not available,"3,975.0",Not available,Not available,125.0,823.0,37.0,786.0,Not available,679600,4507660
109220,ON 300E BETWEEN 350S AND 400S ON E SIDE OF RD,10/10/1978,Home,Rotary,Not available,121.0,Not available,Not available,56.0,Not available,5.0,Not available,Not available,Not available,Not available,Not available,Not available,20.0 gpm,Not available,22.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NW of the SW of the SW of Section 19,BERNE,Not available,TRF,8/19/1980,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,225.0",75.0,Not available,823.0,53.0,770.0,Not available,679230,4506430
109225,1ST HOUSE N OF STORE IN SALEM ON SALEM RD,8/3/1974,Home,Cable Tool,Not available,60.0,Not available,Not available,42.0,Not available,4.0,Not available,Not available,Not available,Not available,Not available,Not available,15.0 gpm for 1.0 hrs.,Not available,29.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NW of the NE of the NW of Section 17,WILLSHIRE,Not available,KIP,7/19/1976,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,800.0",450.0,827.0,45.0,782.0,Not available,681270,4509275
109230,ON SALEM RD N OF 300S 4TH HOUSE N OF CHURCH IN SALEM ON W SIDE OF RD APPROX 850 FT S OF 200S RD 3RD HOUSE ON W SIDE S AT 200S RD,8/6/1983,Home,Rotary,Not available,Not available,Not available,Not available,5.5,Not available,45.0,Not available,Not available,Not available,Not available,Not available,30.0 gpm for 1.0 hrs.,Not available,Not available,12.0 ft.,Not available,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NW of the NE of the NW of Section 17,WILLSHIRE,Not available,BEB,9/29/1987,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,750.0",300.0,825.0,43.0,782.0,Not available,681310,4509325
109235,SALEM IN 50 FT S OF CARTERS GENERAL STORE ON W SIDE OF RD,11/20/1962,Home,Jet,Not available,75.0,Not available,Not available,45.0,Not available,4.5,Not available,Not available,Not available,Not available,Not available,Not available,21.0 gpm for 1.0 hrs.,1.0 ft.,25.0 ft.,3.0 ft.,Not available,From (not available)  To (not available),Not available,Not available,Not available,From (not available)  To (not available),Not available,Not available,ADAMS,26N,15E,NW of the NE of the NW of Section 17,WILLSHIRE,Not available,DMS,7/15/1970,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"1,750.0",550.0,825.0,Not available,Not available,Not available,681306,4509240
